source,target,category,notes,example_source,example_wrong,example_correct
バレバレ,"뻔히, 다 티 나게, 속이 훤히",의성어,"상황이 숨겨지지 않고 상대방에게 너무나 명백하게 드러났음을 의미한다. 소설적 문맥에서는 '다 들통났다'는 느낌을 살려 '뻔히 보였다', '다 티가 났다'와 같이 문장 흐름에 맞춰 자연스럽게 의역해야 한다. 단순히 '바레바레였다'라고 직역하는 것은 피해야 한다.",――うん、バレバレだった。私がこんな大変なのにこいつはって思ったよ。でも、落ち着いてくるとね、密着してたら男の人は興奮しちゃうのかって変に納得しちゃって。でも、自分の奥さんが他の男に触られて泣いてるのに一人だけ興奮してるって、それがまずおかしいと思わなきゃいけなかったんだよね。,"――응, 바레바레였어. 내가 이렇게 힘든데 이 녀석은 그렇다고 생각했어.","――응, 다 티가 났었지. 내가 이렇게 힘든데 이 녀석은 참 눈치도 없다고 생각했어."
タマタマ,"불알, 고환, 알",의성어,"문맥상 성적인 묘사가 포함된 성인 소설이므로, 지나치게 의학적인 용어인 '고환'보다는 문학적 허용 범위 내에서 직관적이고 생생한 느낌을 주는 '불알'이나 '알'로 번역하는 것이 자연스럽다. 상황의 수위에 따라 적절히 선택하되, 문장 흐름에 맞춰 '커다란 불알' 혹은 '큼직한 알' 등으로 의역해야 한다.",私は主人とＴくん以外に五人ほど経験があるのですが、Ｔくんのおちんちんは、その経験の中の大人達と比べて何ら遜色がありませんでした（この時点で夫のよりも少し大きかったです）。頭の部分は完全に剥き出しになっていて、茹で卵のように艶やかな薄桃色の先端は大きく膨らみ、傘の部分は高く張り出し、雁首の溝はとても深く刻まれ、竿自体も大人並みの太さと長さがありました。その下のタマタマも大きくて沢山精子が詰まっていそうでした。立派な、成熟した雄のおちんちんでした。,그 아래의 타마타마도 커서 많은 정자가 들어있을 것 같았습니다.,그 아래의 불알도 커서 정자가 가득 차 있을 것만 같았다.
ボーボー,"덥수룩하게, 수북하게",의성어,"털이 아주 많이 나 있거나 무성한 상태를 나타낸다. 문맥상 신체 부위의 체모가 지나치게 많음을 강조하고 있으므로, 단순히 '많다'는 표현보다는 '덥수룩하다'나 '수북하다'와 같이 시각적 이미지가 전달되는 형용사적 표현으로 의역하는 것이 소설적 흐름에 자연스럽다.",「うわあ、Ｓ夜さんって毛が凄いんだね。お尻の穴までボーボーじゃない」,"우와, S야 씨는 털이 보보해 있네. 항문까지 보보해.","“우와, S야 씨는 털이 정말 대단하네. 항문까지 덥수룩하잖아.”"
クッキリ,"선명하게, 또렷하게",의성어,"시각적인 상태가 매우 명확하여 눈에 잘 들어오는 모양을 나타낸다. 소설적 문맥에서는 단순히 '밝게'라고 하기보다, 어두운 환경임에도 불구하고 대상의 모습이 '선명하게' 혹은 '또렷하게' 드러난다는 점을 강조하여 번역하는 것이 자연스럽다.",榊が寝室に用意したカメラは、12台――それらを俺は、用意された機械のボタンを押して切り替え、母と榊の『行為』を覗き見ている。カメラの性能も、マイクの性能も金がかかっているのだろうと容易に想像できるほど、画質も音質も良すぎた。榊を愛撫しつつ、母が自らのオマンコを慰めているのが、室内が暗めだというのにクッキリと映っていたし、クチュクチュという水音もヘッドホン越しにしっかりと聞こえてしまっていた。,실내가 어두운데도 쿠ッキリ하게 비치고 있었다.,"실내가 어두운 편인데도 불구하고, 모습이 선명하게 비치고 있었다."
シコシコ,"슥슥, 혹은 슥삭슥삭",의성어,"남성의 성기를 손으로 흔들어 자위하거나 애무할 때 발생하는 마찰음을 나타낸다. 소설적 문맥에서는 단순히 소리를 묘사하기보다 동작의 리듬감을 살려 '슥슥' 혹은 '슥삭슥삭'과 같이 동작을 묘사하는 부사로 의역하거나, 상황의 농밀함에 따라 '질척하게' 등의 표현을 섞어 자연스럽게 풀어내는 것이 좋다. 기계적으로 '시코시코'라고 음차하는 것은 피해야 한다.",シコシコ、シコシコ――母の柔らかな手が、榊の禍々しいチンコを扱き続ける。その間も母は榊の乳首を舐め、腹筋にキスしたりして愛撫を怠らない。,"시코시코, 시코시코―― 어머니의 부드러운 손이 사카키의 불길한 성기를 계속 만진다.","슥슥, 슥삭슥삭―― 어머니의 부드러운 손길이 사카키의 불길한 성기를 끊임없이 문질러댔다."
ハラハラ,조마조마,의성어,"상대방의 행동이 잘못될까 봐 걱정하거나 불안해하는 심리 상태를 나타낸다. 소설적 문맥에서는 '조마조마하다', '가슴을 졸이다', '안절부절못하다' 등으로 상황에 맞춰 자연스럽게 풀어써야 한다. 단순히 '하라하라'라고 음차하거나 '두근두근'처럼 가벼운 설렘으로 번역하는 것은 피해야 한다.",榊なら、もしかしたら大丈夫だと押し切るのではないかとハラハラしていると――俺の予想に反して、榊は母にだけ向けるあの優しい笑顔で「わかった」と答えていた。,사카키가 밀어붙이지 않을까 하고 하라하라하고 있었다.,"사카키라면 혹시 무리하게 밀어붙이는 건 아닐까 싶어 조마조마하며 지켜보고 있는데―― 내 예상과는 달리, 사카키는 어머니에게만 보여주는 그 다정한 미소를 지으며 ""알았어""라고 대답했다."
ゥゥゥゥ,"으으으윽, 아아아악",의성어,"단순히 모음의 연장이 아니라, 절정이나 강한 자극으로 인해 목소리가 뒤집히거나 끊어질 듯 이어지는 비명 혹은 신음 소리를 나타낸다. 한국어 소설 문맥에서는 단순히 글자를 늘리는 것이 아니라, 상황의 격렬함을 담아 '으으윽', '아아악' 등 호흡이 섞인 비명이나 신음으로 의역하는 것이 자연스럽다.",「イ゛グゥゥゥゥゥっ♡♡♡♡♡♡」,「이구우우우우우우♡♡♡♡♡♡」,"「으으으윽, 아아아악♡♡♡♡♡♡」"
ジョロジョロ,"줄줄, 콸콸",의성어,"액체가 끊이지 않고 계속해서 쏟아져 나오는 모양을 나타낸다. 소설적 문맥에서는 단순히 액체가 흐르는 느낌보다, 조절하지 못하고 쏟아져 나오는 상황의 생생함을 살리기 위해 '줄줄' 혹은 양이 많을 경우 '콸콸' 등으로 의역하며, 문장에 따라 '줄줄 새어 나오고 있었다'와 같이 자연스럽게 연결해야 한다.",ゴリッ、と音がしそうなほど親父がアナルのバイブをねじ込むと、母さんは「ひぎぃっ！！」と声を上げ、絶頂した。――震えるその足元には、ジョロジョロと尿が漏れていた。,그녀의 발밑에는 조로조로 소변이 새고 있었다.,그녀의 떨리는 발치에는 소변이 줄줄 흘러나오고 있었다.
テカテカ,"번들번들, 번쩍번쩍",의성어,"액체나 기름 등으로 인해 표면이 매끄럽게 빛나는 상태를 나타낸다. 소설적 문맥에서는 단순히 빛나는 것이 아니라, 로션이나 윤활제 때문에 미끈거리고 번들거리는 시각적 질감을 강조하여 '번들번들하게 빛나는', '번들거리는' 등으로 의역하는 것이 자연스럽다.",ローションも手渡すと、親父は念入りにバイブに塗りたくっていく。テカテカに光るそれを、親父は母さんの尻穴に添える。,"테카테카하게 빛나는 그것을, 아버지는 어머니의 항문에 갖다 댄다.","번들번들하게 빛나는 그것을, 아버지는 어머니의 항문에 갖다 대었다."
ビシャビシャ,"질퍽질퍽, 촤악촤악, 흥건히",의성어,"액체가 쏟아지거나 젖어 있는 상태를 나타낸다. 소설적 문맥에서는 액체가 분출되는 양상에 따라 '질퍽질퍽'하게 젖었다고 표현하거나, 액체가 뿌려지는 소리를 묘사할 때는 '촤악촤악' 또는 '철벅철벅' 등으로 의역하여 상황의 격렬함을 살려야 한다. 단순히 액체의 상태만을 말할 때는 '흥건히'와 같은 부사적 표현을 사용하는 것이 자연스럽다.",恵子が尻穴を責められ、絶頂する。床にビシャビシャと『潮』を撒き散らしながら、派手にイッた。,바닥에 비샤비샤하게 '조수'를 뿌리며 화려하게 갔다.,"바닥에 질퍽질퍽하게 애액을 흩뿌리며, 그녀는 격렬하게 절정에 달했다."
グツグツ,부글부글,의성어,"액체가 뜨겁게 끓어오르는 모양을 나타내는 표현이다. 본문에서는 화자의 내면에 억눌린 격정적인 감정을 마그마에 비유하고 있으므로, 감정이 들끓는 상태를 생생하게 전달할 수 있는 '부글부글' 혹은 '들끓는' 등의 표현을 사용하여 문맥에 맞게 의역해야 한다. 단순히 액체의 움직임만을 뜻하는 것이 아니라 심리적 상태를 묘사하는 맥락임을 고려하라.",俺は、胸の内でグツグツと煮えたぎるマグマを放出するように、荒々しく恵子を抱いた。,나는 가슴 속에서 구츠구츠 끓어오르는 마그마를 방출하듯 거칠게 케이코를 안았다.,"나는 가슴 속에서 부글부글 끓어오르는 마그마를 쏟아내듯, 거칠게 케이코를 품었다."
ゴテゴテ,"번쩍거리는, 화려하기만 한, 과하게 치장된",의성어,"단순히 물건이 많다는 의미를 넘어, 디자인이 지나치게 화려하거나 장식이 과하여 눈에 거슬리는 부정적인 뉘앙스를 담아야 한다. 문맥상 주인공이 아버지를 싫어하는 이유가 투영되어 있으므로, '번쩍거리는', '화려하기만 한', '과하게 치장된' 등 대상에 대한 반감을 드러내는 형용사적 표현으로 의역하는 것이 자연스럽다.",腕時計を確認する男。――親父が嫌いな、やけにゴテゴテした高級時計だ。,"아버지가 싫어하는, 유난히 고테고테한 고급 시계다.","손목시계를 확인하는 남자. ――아버지가 싫어하던, 유난히 번쩍거리고 화려하기만 한 고급 시계였다."
コロコロ,"데굴데굴, 굴리듯",의성어,"작은 물체가 가볍게 구르는 모양을 뜻하지만, 여기서는 손가락 끝으로 고환을 부드럽게 만지거나 굴리는 촉각적 묘사로 쓰였다. 소설적 문맥에서는 '데굴데굴'이라는 의태어를 직접 쓰기보다 '굴리듯', '굴리며'와 같이 동작을 수식하는 형태로 의역하여 관능적인 분위기를 살리는 것이 자연스럽다.",一度カリ首くらいまで咥え、離して先端を舐め……それを繰り返す母さん。扱くことも忘れず、そして睾丸をコロコロと可愛がるようにいじる。時折揺れる男の腰が、その快感を表しているようで……俺は、下唇を噛んだ。,그리고 고환을 코로코로 귀여워하듯이 만진다.,게다가 고환을 데굴데굴 굴리듯 애정 어린 손길로 만져댔다.
オロオロ,"허둥지둥, 안절부절못하며, 어쩔 줄 몰라 하며",의성어,"당황하거나 겁을 먹어 갈피를 잡지 못하는 상태를 나타낸다. 문맥상 아들의 서툰 모습이나 당황하는 태도를 묘사하므로, 단순히 '허둥지둥'이라고 하기보다 상황에 따라 '안절부절못하며'나 '어쩔 줄 몰라 하며'와 같이 인물의 심리 상태가 드러나도록 자연스럽게 의역하는 것이 소설적 표현으로 적합하다.",『もうね、息子がべた惚れなんですよ。出産の時なんか、妊婦に負担をかけずに世話をするにはどうしたら良いんだ、ってオロオロしながら聞いてきて……』,출산할 때 어떻게 하면 좋을지 오로오로 물어왔어요.,"출산할 때 임산부에게 부담을 주지 않고 돌보려면 어떻게 해야 하냐며, 안절부절못하며 물어왔거든요."
